Entry,Entry name,Status,Protein names,Gene names,Organism,Length,EC number
Q27049,TRIA_MECPA,reviewed,Triabin,,Meccus pallidipennis (Triatomine bug) (Triatoma pallidipennis),160,
P03252,PRO_ADE02,reviewed,Protease (EC 3.4.22.39) (Adenain) (Adenovirus protease) (AVP) (Adenovirus proteinase) (Endoprotease),L3,Human adenovirus C serotype 2 (HAdV-2) (Human adenovirus 2),204,3.4.22.39
P03274,CAP6_ADE02,reviewed,Pre-protein VI (pVI) [Cleaved into: Endosome lysis protein; Protease cofactor (pVI-C)],L3,Human adenovirus C serotype 2 (HAdV-2) (Human adenovirus 2),250,
P03697,EXO_LAMBD,reviewed,Exonuclease (EC 3.1.11.3),exo red-alpha redX,Escherichia phage lambda (Bacteriophage lambda),226,3.1.11.3
P01070,ITRA_SOYBN,reviewed,Trypsin inhibitor A (Kunitz-type trypsin inhibitor A),KTI3,Glycine max (Soybean) (Glycine hispida),216,
Q04656,ATP7A_HUMAN,reviewed,Copper-transporting ATPase 1 (EC 7.2.2.8) (Copper pump 1) (Menkes disease-associated protein),ATP7A MC1 MNK,Homo sapiens (Human),1500,7.2.2.8
P29218,IMPA1_HUMAN,reviewed,Inositol monophosphatase 1 (IMP 1) (IMPase 1) (EC 3.1.3.25) (D-galactose 1-phosphate phosphatase) (EC 3.1.3.94) (Inositol-1(or 4)-monophosphatase 1) (Lithium-sensitive myo-inositol monophosphatase A1),IMPA1 IMPA,Homo sapiens (Human),277,3.1.3.25; 3.1.3.94
P62593,BLAT_ECOLX,reviewed,Beta-lactamase TEM (EC 3.5.2.6) (IRT-4) (Penicillinase) (TEM-1) (TEM-16/CAZ-7) (TEM-2) (TEM-24/CAZ-6) (TEM-3) (TEM-4) (TEM-5) (TEM-6) (TEM-8/CAZ-2),bla; blaT-3; blaT-4; blaT-5; blaT-6,Escherichia coli,286,3.5.2.6
P18429,XYNA_BACSU,reviewed,"Endo-1,4-beta-xylanase A (Xylanase A) (EC 3.2.1.8) (1,4-beta-D-xylan xylanohydrolase A)",xynA BSU18840,Bacillus subtilis (strain 168),213,3.2.1.8
P05798,RNSA_KITAU,reviewed,Guanyl-specific ribonuclease Sa (RNase Sa) (EC 4.6.1.24),rnaSA,Kitasatospora aureofaciens (Streptomyces aureofaciens),96,4.6.1.24
P11540,BARS_BACAM,reviewed,Barstar (Ribonuclease inhibitor),,Bacillus amyloliquefaciens (Bacillus velezensis),90,
P0AG11,UMUD_ECOLI,reviewed,Protein UmuD (EC 3.4.21.-) (DNA polymerase V) (Pol V) [Cleaved into: Protein UmuD'],umuD b1183 JW1172,Escherichia coli (strain K12),139,3.4.21.-
P35235,PTN11_MOUSE,reviewed,Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase SYP) (SH-PTP2) (SHP-2) (Shp2),Ptpn11,Mus musculus (Mouse),593,3.1.3.48
P35569,IRS1_MOUSE,reviewed,Insulin receptor substrate 1 (IRS-1),Irs1 Irs-1,Mus musculus (Mouse),1233,
P48052,CBPA2_HUMAN,reviewed,Carboxypeptidase A2 (EC 3.4.17.15),CPA2,Homo sapiens (Human),419,3.4.17.15
P03956,MMP1_HUMAN,reviewed,Interstitial collagenase (EC 3.4.24.7) (Fibroblast collagenase) (Matrix metalloproteinase-1) (MMP-1) [Cleaved into: 22 kDa interstitial collagenase; 27 kDa interstitial collagenase],MMP1 CLG,Homo sapiens (Human),469,3.4.24.7
P14555,PA2GA_HUMAN,reviewed,"Phospholipase A2, membrane associated (EC 3.1.1.4) (GIIC sPLA2) (Group IIA phospholipase A2) (Non-pancreatic secretory phospholipase A2) (NPS-PLA2) (Phosphatidylcholine 2-acylhydrolase 2A)",PLA2G2A PLA2B PLA2L RASF-A,Homo sapiens (Human),144,3.1.1.4
P08017,AMYG_SACFI,reviewed,"Glucoamylase GLU1 (EC 3.2.1.3) (1,4-alpha-D-glucan glucohydrolase) (Glucan 1,4-alpha-glucosidase)",GLU1,Saccharomycopsis fibuligera (Yeast),519,3.2.1.3
Q47898,ASPG_ELIMR,reviewed,N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase (EC 3.5.1.26) (Aspartylglucosaminidase) (AGA) (Glycosylasparaginase) (N4-(N-acetyl-beta-glucosaminyl)-L-asparagine amidase) [Cleaved into: Glycosylasparaginase alpha chain; Glycosylasparaginase beta chain],,Elizabethkingia miricola (Chryseobacterium miricola),340,3.5.1.26
P04390,T2E5_ECOLX,reviewed,Type-2 restriction enzyme EcoRV (R.EcoRV) (EC 3.1.21.4) (Endonuclease EcoRV) (Type II restriction enzyme EcoRV),ecoRVR,Escherichia coli,245,3.1.21.4
P05896,POL_SIVM1,reviewed,Gag-Pol polyprotein (Pr160Gag-Pol) [Cleaved into: Matrix protein p17 (MA); Capsid protein p24 (CA); Nucleocapsid protein p7 (NC); p6-pol (p6*); Protease (EC 3.4.23.16) (PR) (Retropepsin); Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2) (p66 RT); p51 RT; p15; Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)],gag-pol,Simian immunodeficiency virus (isolate Mm142-83) (SIV-mac) (Simian immunodeficiency virus rhesus monkey),1448,3.4.23.16; 2.7.7.49; 2.7.7.7; 3.1.26.13; 3.1.13.2; 2.7.7.-; 3.1.-.-
P62694,GUX1_HYPJE,reviewed,"Exoglucanase 1 (EC 3.2.1.91) (1,4-beta-cellobiohydrolase) (Cellobiohydrolase 7A) (Cel7A) (Exocellobiohydrolase I) (CBHI) (Exoglucanase I)",cbh1,Hypocrea jecorina (Trichoderma reesei),513,3.2.1.91
P52279,PIP_XANCI,reviewed,Proline iminopeptidase (PIP) (EC 3.4.11.5) (Prolyl aminopeptidase) (PAP),pip xap,Xanthomonas citri (Xanthomonas campestris pv. citri),313,3.4.11.5
P00771,COGS_LEPPG,reviewed,Brachyurin (EC 3.4.21.32) (Collagenolytic protease),,Leptuca pugilator (Atlantic sand fiddler crab) (Uca pugilator),226,3.4.21.32
P23827,ECOT_ECOLI,reviewed,Ecotin,eco eti b2209 JW2197,Escherichia coli (strain K12),162,
P00772,CELA1_PIG,reviewed,Chymotrypsin-like elastase family member 1 (EC 3.4.21.36) (Elastase-1),CELA1 ELA1,Sus scrofa (Pig),266,3.4.21.36
P08246,ELNE_HUMAN,reviewed,Neutrophil elastase (EC 3.4.21.37) (Bone marrow serine protease) (Elastase-2) (Human leukocyte elastase) (HLE) (Medullasin) (PMN elastase),ELANE ELA2,Homo sapiens (Human),267,3.4.21.37
P02788,TRFL_HUMAN,reviewed,Lactotransferrin (Lactoferrin) (EC 3.4.21.-) (Growth-inhibiting protein 12) (Talalactoferrin) [Cleaved into: Lactoferricin-H (Lfcin-H); Kaliocin-1; Lactoferroxin-A; Lactoferroxin-B; Lactoferroxin-C],LTF GIG12 LF,Homo sapiens (Human),710,3.4.21.-
P16088,POL_FIVPE,reviewed,Pol polyprotein [Cleaved into: Protease (Retropepsin) (EC 3.4.23.-); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2); Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)],pol,Feline immunodeficiency virus (isolate Petaluma) (FIV),1124,3.4.23.-; 2.7.7.49; 3.1.26.13; 3.1.13.2; 3.6.1.23; 2.7.7.-; 3.1.-.-
P00803,LEP_ECOLI,reviewed,Signal peptidase I (SPase I) (EC 3.4.21.89) (Leader peptidase I),lepB b2568 JW2552,Escherichia coli (strain K12),324,3.4.21.89
O77811,TRFL_HORSE,reviewed,Lactotransferrin (Lactoferrin) (EC 3.4.21.-) (Fragment),LTF,Equus caballus (Horse),695,3.4.21.-
P16098,AMYB_HORVU,reviewed,"Beta-amylase (EC 3.2.1.2) (1,4-alpha-D-glucan maltohydrolase)",BMY1 AMYB,Hordeum vulgare (Barley),535,3.2.1.2
P00747,PLMN_HUMAN,reviewed,"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]",PLG,Homo sapiens (Human),810,3.4.21.7
P04746,AMYP_HUMAN,reviewed,"Pancreatic alpha-amylase (PA) (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)",AMY2A,Homo sapiens (Human),511,3.2.1.1
P08254,MMP3_HUMAN,reviewed,Stromelysin-1 (SL-1) (EC 3.4.24.17) (Matrix metalloproteinase-3) (MMP-3) (Transin-1),MMP3 STMY1,Homo sapiens (Human),477,3.4.24.17
P10760,SAHH_RAT,reviewed,Adenosylhomocysteinase (AdoHcyase) (EC 3.3.1.1) (S-adenosyl-L-homocysteine hydrolase),Ahcy,Rattus norvegicus (Rat),432,3.3.1.1
P0C1Z0,3SE2_DENAN,reviewed,Fasciculin-2 (Fas-2) (Fas2) (Acetylcholinesterase toxin F-VII) (Fasciculin-II) (FAS-II) (Toxin TA1),,Dendroaspis angusticeps (Eastern green mamba) (Naja angusticeps),61,
P22303,ACES_HUMAN,reviewed,Acetylcholinesterase (AChE) (EC 3.1.1.7),ACHE,Homo sapiens (Human),614,3.1.1.7
P61991,DN7A_SACS2,reviewed,DNA-binding protein 7a (7 kDa DNA-binding protein a) (Endoribonuclease P2) (EC 3.1.27.-) (p7ss),sso7a1 sso7d-2 SSO9180; sso7a2 sso7d-3 SSO9535,Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus),64,3.1.27.-
O42187,PA2BB_GLOHA,reviewed,Basic phospholipase A2 B (svPLA2) (EC 3.1.1.4) (BPLA(2)) (Phosphatidylcholine 2-acylhydrolase) (bAhp),,Gloydius halys (Chinese water mocassin) (Agkistrodon halys),138,3.1.1.4
P50579,MAP2_HUMAN,reviewed,Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Initiation factor 2-associated 67 kDa glycoprotein) (p67) (p67eIF2) (Peptidase M),METAP2 MNPEP P67EIF2,Homo sapiens (Human),478,3.4.11.18
Q9XFX3,CARDA_CYNCA,reviewed,Procardosin-A (EC 3.4.23.-) [Cleaved into: Cardosin-A intermediate form 35 kDa subunit; Cardosin-A heavy chain (Cardosin-A 31 kDa subunit); Cardosin-A intermediate form 30 kDa subunit; Cardosin-A light chain (Cardosin-A 15 kDa subunit)],cardA,Cynara cardunculus (Cardoon),504,3.4.23.-
Q57679,IXTPA_METJA,reviewed,dITP/XTP pyrophosphatase (EC 3.6.1.66) (Hypoxanthine/xanthine dNTP pyrophosphatase) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase) (Nucleotide triphosphatase),MJ0226,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),185,3.6.1.66
P0ACB0,DNAB_ECOLI,reviewed,Replicative DNA helicase (EC 3.6.4.12),dnaB groP grpA b4052 JW4012,Escherichia coli (strain K12),471,3.6.4.12
Q46731,TN5P_ECOLX,reviewed,Transposase for transposon Tn5 (EC 3.1.-.-) (Tnp),tnpA tnp,Escherichia coli,476,3.1.-.-
P36924,AMYB_BACCE,reviewed,"Beta-amylase (EC 3.2.1.2) (1,4-alpha-D-glucan maltohydrolase)",spoII,Bacillus cereus,546,3.2.1.2
P03474,NRAM_INBLE,reviewed,Neuraminidase (EC 3.2.1.18),NA,Influenza B virus (strain B/Lee/1940),466,3.2.1.18
P00691,AMY_BACSU,reviewed,"Alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)",amyE amyA BSU03040,Bacillus subtilis (strain 168),659,3.2.1.1
P23940,T2BA_BACAM,reviewed,Type-2 restriction enzyme BamHI (R.BamHI) (EC 3.1.21.4) (Endonuclease BamHI) (Type II restriction enzyme BamHI),bamHIR,Bacillus amyloliquefaciens (Bacillus velezensis),213,3.1.21.4
P11941,LYSC2_ONCMY,reviewed,"Lysozyme C II (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C) (Lysozyme type II)",,Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri),144,3.2.1.17
P02671,FIBA_HUMAN,reviewed,Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain],FGA,Homo sapiens (Human),866,
P00797,RENI_HUMAN,reviewed,Renin (EC 3.4.23.15) (Angiotensinogenase),REN,Homo sapiens (Human),406,3.4.23.15
P13984,T2FB_HUMAN,reviewed,General transcription factor IIF subunit 2 (EC 3.6.4.12) (ATP-dependent helicase GTF2F2) (General transcription factor IIF 30 kDa subunit) (Transcription initiation factor IIF subunit beta) (TFIIF-beta) (Transcription initiation factor RAP30),GTF2F2 RAP30,Homo sapiens (Human),249,3.6.4.12
P04190,BLA2_BACCE,reviewed,Metallo-beta-lactamase type 2 (EC 3.5.2.6) (B2 metallo-beta-lactamase) (Beta-lactamase II) (Cephalosporinase) (Metallo-beta-lactamase type II) (Metallothioprotein beta-lactamase II) (Penicillinase) (Zinc-requiring beta-lactamase II),blm,Bacillus cereus,257,3.5.2.6
P47712,PA24A_HUMAN,reviewed,Cytosolic phospholipase A2 (cPLA2) (Phospholipase A2 group IVA) [Includes: Phospholipase A2 (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase); Lysophospholipase (EC 3.1.1.5)],PLA2G4A CPLA2 PLA2G4,Homo sapiens (Human),749,3.1.1.4; 3.1.1.5
P08819,CBP2_WHEAT,reviewed,Serine carboxypeptidase 2 (EC 3.4.16.6) (CPDW-II) (CP-WII) (Carboxypeptidase D) (Serine carboxypeptidase II) [Cleaved into: Serine carboxypeptidase 2 chain A (Serine carboxypeptidase II chain A); Serine carboxypeptidase 2 chain B (Serine carboxypeptidase II chain B)],CBP2,Triticum aestivum (Wheat),444,3.4.16.6
P09850,XYNA_BACCI,reviewed,"Endo-1,4-beta-xylanase (Xylanase) (EC 3.2.1.8) (1,4-beta-D-xylan xylanohydrolase)",xlnA,Bacillus circulans,213,3.2.1.8
P04587,POL_HV1B5,reviewed,Gag-Pol polyprotein (Pr160Gag-Pol) [Cleaved into: Matrix protein p17 (MA); Capsid protein p24 (CA); Spacer peptide 1 (SP1) (p2); Nucleocapsid protein p7 (NC); Transframe peptide (TF); p6-pol (p6*); Protease (EC 3.4.23.16) (PR) (Retropepsin); Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2) (p66 RT); p51 RT; p15; Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)],gag-pol,Human immunodeficiency virus type 1 group M subtype B (isolate BH5) (HIV-1),1447,3.4.23.16; 2.7.7.49; 2.7.7.7; 3.1.26.13; 3.1.13.2; 2.7.7.-; 3.1.-.-
P22643,DHLA_XANAU,reviewed,Haloalkane dehalogenase (EC 3.8.1.5),dhlA,Xanthobacter autotrophicus,310,3.8.1.5
P10342,ISOA_PSEAY,reviewed,Isoamylase (EC 3.2.1.68),iam,Pseudomonas amyloderamosa,776,3.2.1.68
P10538,AMYB_SOYBN,reviewed,"Beta-amylase (EC 3.2.1.2) (1,4-alpha-D-glucan maltohydrolase)",BMY1,Glycine max (Soybean) (Glycine hispida),496,3.2.1.2
P22073,BGLA_PAEPO,reviewed,Beta-glucosidase A (BGA) (EC 3.2.1.21) (Amygdalase) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase),bglA,Paenibacillus polymyxa (Bacillus polymyxa),448,3.2.1.21
P00781,SUBD_BACLI,reviewed,Subtilisin DY (EC 3.4.21.62),apr,Bacillus licheniformis,274,3.4.21.62
P26509,PGLR2_PECPM,reviewed,Endo-polygalacturonase (EC 3.2.1.15),pehA W5S_3318,Pectobacterium parmentieri,402,3.2.1.15
P08236,BGLR_HUMAN,reviewed,Beta-glucuronidase (EC 3.2.1.31) (Beta-G1),GUSB,Homo sapiens (Human),651,3.2.1.31
P00746,CFAD_HUMAN,reviewed,Complement factor D (EC 3.4.21.46) (Adipsin) (C3 convertase activator) (Properdin factor D),CFD DF PFD,Homo sapiens (Human),253,3.4.21.46
P00651,RNT1_ASPOR,reviewed,Guanyl-specific ribonuclease T1 (RNase T1) (EC 4.6.1.24),rntA AO090011000118,Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold),130,4.6.1.24
P35031,TRY1_SALSA,reviewed,Trypsin-1 (EC 3.4.21.4) (Trypsin I),,Salmo salar (Atlantic salmon),242,3.4.21.4
O77698,TRFL_BUBBU,reviewed,Lactotransferrin (Lactoferrin) (EC 3.4.21.-),LTF,Bubalus bubalis (Domestic water buffalo),708,3.4.21.-
P06873,PRTK_PARAQ,reviewed,Proteinase K (EC 3.4.21.64) (Endopeptidase K) (Tritirachium alkaline proteinase),PROK,Parengyodontium album (Tritirachium album),384,3.4.21.64
P33557,XYN3_ASPKW,reviewed,"Endo-1,4-beta-xylanase 3 (Xylanase 3) (EC 3.2.1.8) (1,4-beta-D-xylan xylanohydrolase 3) (Xylanase C)",xynC AKAW_07136,Aspergillus kawachii (strain NBRC 4308) (White koji mold) (Aspergillus awamori var. kawachi),211,3.2.1.8
P00637,F16P1_RABIT,reviewed,"Fructose-1,6-bisphosphatase 1 (FBPase 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1) (Liver FBPase)",FBP1 FBP,Oryctolagus cuniculus (Rabbit),338,3.1.3.11
P23540,RNMC_MOMCH,reviewed,Ribonuclease MC (RNase MC) (EC 4.6.1.19),,Momordica charantia (Bitter gourd) (Balsam pear),191,4.6.1.19
P14418,PA2A_GLOHA,reviewed,Acidic phospholipase A2 (svPLA2) (EC 3.1.1.4) (APLA2) (Phosphatidylcholine 2-acylhydrolase),,Gloydius halys (Chinese water mocassin) (Agkistrodon halys),124,3.1.1.4
P78536,ADA17_HUMAN,reviewed,Disintegrin and metalloproteinase domain-containing protein 17 (ADAM 17) (EC 3.4.24.86) (Snake venom-like protease) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b),ADAM17 CSVP TACE,Homo sapiens (Human),824,3.4.24.86
P24627,TRFL_BOVIN,reviewed,Lactotransferrin (Lactoferrin) (EC 3.4.21.-) [Cleaved into: Lactoferricin-B (Lfcin-B)],LTF,Bos taurus (Bovine),708,3.4.21.-
P06278,AMY_BACLI,reviewed,"Alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase) (BLA)",amyS amyL,Bacillus licheniformis,512,3.2.1.1
P05364,AMPC_ENTCL,reviewed,Beta-lactamase (EC 3.5.2.6) (Cephalosporinase),ampC,Enterobacter cloacae,381,3.5.2.6
P00829,ATPB_BOVIN,reviewed,"ATP synthase subunit beta, mitochondrial (EC 7.1.2.2) (ATP synthase F1 subunit beta)",ATP5F1B ATP5B,Bos taurus (Bovine),528,7.1.2.2
P05631,ATPG_BOVIN,reviewed,"ATP synthase subunit gamma, mitochondrial (ATP synthase F1 subunit gamma) (F-ATPase gamma subunit)",ATP5F1C ATP5C ATP5C1,Bos taurus (Bovine),298,
P19483,ATPA_BOVIN,reviewed,"ATP synthase subunit alpha, mitochondrial (ATP synthase F1 subunit alpha)",ATP5F1A ATP5A1 ATP5A2,Bos taurus (Bovine),553,
P00779,STRP_STREQ,reviewed,Streptokinase C,skc,Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis),440,
P28507,HIR3A_HIRME,reviewed,Hirudin-3A (Hirudin IIIA),,Hirudo medicinalis (Medicinal leech),65,
P29466,CASP1_HUMAN,reviewed,Caspase-1 (CASP-1) (EC 3.4.22.36) (Interleukin-1 beta convertase) (IL-1BC) (Interleukin-1 beta-converting enzyme) (ICE) (IL-1 beta-converting enzyme) (p45) [Cleaved into: Caspase-1 subunit p20; Caspase-1 subunit p10],CASP1 IL1BC IL1BCE,Homo sapiens (Human),404,3.4.22.36
P59336,DHAA_RHOSD,reviewed,Haloalkane dehalogenase (EC 3.8.1.5),dhaA,Rhodococcus sp. (strain TDTM0003),294,3.8.1.5
P08056,RNRH_RHINI,reviewed,Ribonuclease Rh (RNase Rh) (EC 4.6.1.19),,Rhizopus niveus,238,4.6.1.19
P00778,PRLA_LYSEN,reviewed,Alpha-lytic protease (EC 3.4.21.12) (Alpha-lytic endopeptidase),alpha-LP,Lysobacter enzymogenes,397,3.4.21.12
P00593,PA21B_BOVIN,reviewed,Phospholipase A2 (EC 3.1.1.4) (Group IB phospholipase A2) (Phosphatidylcholine 2-acylhydrolase 1B),PLA2G1B,Bos taurus (Bovine),145,3.1.1.4
P00784,PAPA1_CARPA,reviewed,Papain (EC 3.4.22.2) (Papaya proteinase I) (PPI) (allergen Car p 1),,Carica papaya (Papaya),345,3.4.22.2
P00727,AMPL_BOVIN,reviewed,Cytosol aminopeptidase (EC 3.4.11.1) (Cysteinylglycine-S-conjugate dipeptidase) (EC 3.4.13.23) (Leucine aminopeptidase 3) (LAP-3) (Leucyl aminopeptidase) (LAP) (Peptidase S) (Proline aminopeptidase) (EC 3.4.11.5) (Prolyl aminopeptidase),LAP3,Bos taurus (Bovine),519,3.4.11.1; 3.4.13.23; 3.4.11.5
P81177,AURE_STAAU,reviewed,Zinc metalloproteinase aureolysin (EC 3.4.24.29) (Staphylococcus aureus neutral proteinase),aur,Staphylococcus aureus,509,3.4.24.29
Q9ZF13,Q9ZF13_THEFU,unreviewed,Beta-mannanase (EC 3.2.1.78) (Fragment),man,Thermobifida fusca (Thermomonospora fusca),279,3.2.1.78
P00700,LYSC_COLVI,reviewed,"Lysozyme C (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)",LYZ,Colinus virginianus (Northern bobwhite) (Tetrao virginianus),129,3.2.1.17
P16368,TIMP2_BOVIN,reviewed,Metalloproteinase inhibitor 2 (Collagenase inhibitor) (Tissue inhibitor of metalloproteinases 2) (TIMP-2),TIMP2,Bos taurus (Bovine),220,
P50281,MMP14_HUMAN,reviewed,Matrix metalloproteinase-14 (MMP-14) (EC 3.4.24.80) (MMP-X1) (Membrane-type matrix metalloproteinase 1) (MT-MMP 1) (MTMMP1) (Membrane-type-1 matrix metalloproteinase) (MT1-MMP) (MT1MMP),MMP14,Homo sapiens (Human),582,3.4.24.80
P02607,MYL6_CHICK,reviewed,Myosin light polypeptide 6 (G2 catalytic) (LC17-GI) (LC17-NM) (Myosin light chain alkali smooth-muscle/non-muscle isoforms),MYL6,Gallus gallus (Chicken),151,
P10587,MYH11_CHICK,reviewed,"Myosin-11 (Myosin heavy chain 11) (Myosin heavy chain, gizzard smooth muscle)",MYH11,Gallus gallus (Chicken),1979,
P02879,RICI_RICCO,reviewed,Ricin [Cleaved into: Ricin A chain (EC 3.2.2.22) (rRNA N-glycosidase); Ricin B chain],,Ricinus communis (Castor bean),576,3.2.2.22
P00974,BPT1_BOVIN,reviewed,Pancreatic trypsin inhibitor (Aprotinin) (Basic protease inhibitor) (BPI) (BPTI),,Bos taurus (Bovine),100,
P05067,A4_HUMAN,reviewed,Amyloid-beta precursor protein (APP) (ABPP) (APPI) (Alzheimer disease amyloid protein) (Amyloid precursor protein) (Amyloid-beta A4 protein) (Cerebral vascular amyloid peptide) (CVAP) (PreA4) (Protease nexin-II) (PN-II) [Cleaved into: N-APP; Soluble APP-alpha (S-APP-alpha); Soluble APP-beta (S-APP-beta); C99 (Beta-secretase C-terminal fragment) (Beta-CTF); Amyloid-beta protein 42 (Abeta42) (Beta-APP42); Amyloid-beta protein 40 (Abeta40) (Beta-APP40); C83 (Alpha-secretase C-terminal fragment) (Alpha-CTF); P3(42); P3(40); C80; Gamma-secretase C-terminal fragment 59 (Amyloid intracellular domain 59) (AICD-59) (AID(59)) (Gamma-CTF(59)); Gamma-secretase C-terminal fragment 57 (Amyloid intracellular domain 57) (AICD-57) (AID(57)) (Gamma-CTF(57)); Gamma-secretase C-terminal fragment 50 (Amyloid intracellular domain 50) (AICD-50) (AID(50)) (Gamma-CTF(50)); C31],APP A4 AD1,Homo sapiens (Human),770,
P08419,CEL2A_PIG,reviewed,Chymotrypsin-like elastase family member 2A (EC 3.4.21.71) (Elastase-2) (Elastase-2A),CELA2A ELA2 ELA2A,Sus scrofa (Pig),269,3.4.21.71
P33185,RIP1_BRYDI,reviewed,Ribosome-inactivating protein bryodin I (EC 3.2.2.22) (BD1) (rRNA N-glycosidase),,Bryonia dioica (Red bryony) (Bryonia cretica subsp. dioica),290,3.2.2.22
P0A6K3,DEF_ECOLI,reviewed,Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase),def fms b3287 JW3248,Escherichia coli (strain K12),169,3.5.1.88
O59893,AXE2_TALPU,reviewed,Acetylxylan esterase 2 (EC 3.1.1.72) (AXE II),axe-2 axeII,Talaromyces purpureogenus (Soft rot fungus) (Penicillium purpureogenum),234,3.1.1.72
P14559,BLAC_STRAL,reviewed,Beta-lactamase (EC 3.5.2.6) (Penicillinase),,Streptomyces albus G,314,3.5.2.6
Q9PW35,VM1AA_DEIAC,reviewed,Snake venom metalloproteinase acutolysin-A (SVMP) (EC 3.4.24.-) (Hemorrhagin I) (HI),,Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus),413,3.4.24.-
P54318,LIPR2_RAT,reviewed,Pancreatic lipase-related protein 2 (PL-RP2) (Cytotoxic T lymphocyte lipase) (Galactolipase) (EC 3.1.1.26) (Secretory glycoprotein GP-3) (Triacylglycerol lipase) (EC 3.1.1.3),Pnliprp2 Plrp2,Rattus norvegicus (Rat),468,3.1.1.26; 3.1.1.3
P52663,BLAN_ENTCL,reviewed,Imipenem-hydrolyzing beta-lactamase (EC 3.5.2.6) (Carbapenemase) (NMC-A),nmcA,Enterobacter cloacae,292,3.5.2.6
P15240,SAK_BPP42,reviewed,Staphylokinase (Sak42D),sak,Staphylococcus phage 42D (Bacteriophage P42D),163,
P00649,RN_BACIN,reviewed,Ribonuclease (EC 3.1.27.-) (Binase) (RNase Bi),,Bacillus intermedius,162,3.1.27.-
P00617,PA2B1_BUNMU,reviewed,Basic phospholipase A2 beta-bungarotoxin A1 chain (Beta-BuTX A1 chain) (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),,Bungarus multicinctus (Many-banded krait),147,3.1.1.4
P00989,VKTH2_BUNMU,reviewed,Kunitz-type serine protease inhibitor homolog beta-bungarotoxin B2 chain (Beta-2-bungarotoxin),,Bungarus multicinctus (Many-banded krait),85,
P11064,PPAC_BOVIN,reviewed,Low molecular weight phosphotyrosine protein phosphatase (LMW-PTP) (LMW-PTPase) (EC 3.1.3.48) (Low molecular weight cytosolic acid phosphatase) (EC 3.1.3.2),ACP1,Bos taurus (Bovine),158,3.1.3.48; 3.1.3.2
P00690,AMYP_PIG,reviewed,"Pancreatic alpha-amylase (PA) (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)",AMY2,Sus scrofa (Pig),511,3.2.1.1
P01092,IAA_STRTE,reviewed,Alpha-amylase inhibitor HOE-467A (Tendamistat),,Streptomyces tendae,104,
P56653,4HBT_PSEUC,reviewed,4-hydroxybenzoyl-CoA thioesterase (EC 3.1.2.23),,Pseudomonas sp. (strain CBS-3),141,3.1.2.23
